l,t
1,"When I arrived at the Millennium Knickerbocker Hotel Chicago I was shocked at the poor and dangerous neighborhood it was situated in. This was not the Chicago I was hoping for.In addition to that, it looked nothing like it did in the pictures on their website. The paint was faded and chipped, there was a foul odor in the lobby and there was no staff to speak of. After we waited for 15 minutes at the front desk, someone finally came and said that they did not have a reservation under our name. After a long trip, I'm sure you know how aggravating that was. Finally I got a manager that knew how to work the computer properly and he brought up our reservation. Once we got to our room, it was very small, smelled like smoke and the carpet was severely stained with either wine or blood. Also, as we were walking to the room in the hallway, a cockroach walked right across our path like he owned the place. To top it off it seemed everyone staying at the hotel was a gangster or a gambler and his lady for the night. All we heard was lots of frighteningly loud love making and arguments ensuing that even a television could not mask. It was a nightmare. Oh yeah, and the shower did have any hot water. We complained to the desk and they said that it was not there fault and that it would be fixed my next week. When we asked for a discount they said that there were no refunds and that we could leave whenever we wanted.
"
1,"I recently stayed at the Sofitel Hotel (Chicago Water Tower), and I was quite disappointed. I was excited by the great location (on East Chestnut Street downtown), but this was a mediocre hotel for the price ($250 per night before taxes). The view from my room was of the top of a parking garage and some dumpsters, and yes, the view of downtown in the distance was pretty, but I was very disappointed. The bedding seemed to be polyester, not the luxury cotton many lower-level hotels are featuring lately. When I ordered room service at 10:30 (on a Thursday night), I had to wait for 55 minutes, 20 minutes longer than I was quoted. I ordered a salad, and I thought the lettuce was a bit limp as if it had been sitting out for too long. Overall, I was very disappointed by my overpriced stay at the Sofitel Chicago Water Tower.
"
1,"Since this was our first visit to the ""windy city,"" we wanted to stay somewhere that was central and unique. We read many great reviews regarding the Kimpton brand so we gave it a go. The ""go"" ended up being a ""no go."" We were sorely disappointed. When we arrived the ladies at the front desk were very nice. We have two kids with us, so we needed a crib for our 6 month baby. We were told ""no problem."" Unfortunately, it took them about 1 or 2 hours to get us the crib and we were in a lurch as to what to do next. Then, we noticed a bug (or bugs) near the fridge area. Yikes! We called downstairs to complain and to be switched to a different room (or floor!). Our request was met about 30 minutes later. By this time, we were so tired from the flight and the first impressions, we almost wanted to throw the towel in. Customer service was so lacking! We wanted to get settled and go grab a bit in the city, but had to wait around for our new room and the crib. This is not what we expected at all for this HIGH price! Will have to think hard before we book with a Kimpton hotel again.
"
1,"Extremely disappointed in our stay. This hotel did not look like what pictures portrayed online. I booked online thinking what a perfect place this was going to be, only to arrive and have a room without a view even though that is what was paid for. The room smelled musty and not clean. Garbage was not changed from prior person. Found small ants in bathroom near shower. Called to complain and someone came up 2 hours later and used bug spray. Overall this hotel is in a great location, but we would never visit again. Staff was not overly friendly or helpful and the room was not as all as it seemed online.
"
1,"I booked my room at the Sheraton Chicago Hotel and Towers somewhat reluctantly; I was not enthusiastic about spending over $200 on this room after seeing the lackluster photos on their website. I was pleasantly surprised when I arrived that the lobby did not look as stuffy as it did online. Unfortunately, my hopes were dashed once again when I arrived at my room. I say 'at' because after discovering my newly issued key was not working, I had to wait ten minutes before someone finally came to let me in. The room was painfully small-- if I didn't know better I would have thought I was staying at a Red Roof Inn! The ""sweet sleeper bed"" had stiff and scratchy sheets, with a cheap-motel-thin coverlet. The disappointment continued after I entered the bathroom and found that it not only reeked of smoke, but also outfitted with the cheapest trimmings possible. I stayed my two nights, and was surprised to find out that all sorts of other charges were added to my room (for which I was not responsible), charged on demand movies, an empty mini bar, AND for smoking in the bathroom. HAH! I have stopped payment on my credit card, and most certainly will not be submitting myself to this horrific experience again.
"
1,"I had the misfortune of being booked at the Amalfi Hotel in Chicago a few weeks ago. What a joke. To start off, the housekeeping staff must be on strike or they are very understaffed. I don't know who made the bed up in my room, but it could have been done better by my 7 year old. Ditto the bathroom. Water spots, soap scum and (ugh) hair of ALL kinds in the sink, tub and about the floor. GROSS. I requested non-smoking, either they didn't listen or didn't care, but my room and the linens smelled like an old ashtray. The ""beautiful view"" was ruined by water spots - not outside(which is forgiveable) but INSIDE! And they were sticky. I stayed only one night. The Holiday Inn had rooms available, and they were clean. Never Again.
"
1,"The hotel is located in an hard to fins location in Chicago, the dining room for dinner is uncomfortably crowded, the room service is hard to reach, overall it was not a pleasant hotel stay.
"
1,"My wife and I stayed at the Ambassador East Hotel last month for my son's wedding. When we got there nobody helped us with our bags and they took forever to Valet our car. After waiting 15 minutes to get my car parked he expected a tip, which I found rude. After finally getting to our room I noticed crumbs on the floor and a dirty bathroom. I was extremely disappointed with the room and the service. I will not recommend this place to anyone.
"
1,"We booked an American Girl Place package at Fairmont Chicago Millennium Park. Told that we'd have a room with a nice view, apparently their idea of a nice view is of another building! Ended up getting a smoking room when we booked non-smoking, cost us $100 more a night than we were told, and staff was incredibly rude at the restaurant. Would never recommend coming here for any reason whatsoever!
"
1,"The James Hotel in Chicago was a huge let down. I was expecting a truly spectacular experience. On the website it appears to be an absolutely fabulous state of the art hotel. Well, my family's bad experience started right when we walked in the door. It turns out the room we had reserved had been given to someone else, and the man at the front desk was extremely rude. We had to wait for an hour for the house keeping service to prepare a new room for us. The room had an odd smell and we had to ask for towels and hand soap as they weren't already in the room. The one thing that was good about the place was the fabulous gym. All in all, I feel that we paid way too much for what we got. Next time I will look to stay somewhere else.
"
1,"I was very disappointed with this hotel. The front desk clerk was rude; she was on a personal call and took 10 mins. to get off the phone. When I arrived in the room the bed wasn't made from the last guest and all the towels were dirty. I called down to the front desk and she made me come back down from the twelveth floor for a new room assignment(on the twelveth floor). Once downstairs the clerk treated me as though I had done something wrong. When I arrived in the new room I found the bathroom less than clean... There was hair all over the floor, toilet and shower. The shower curtain was mildewed and dried toothpaste spit on the mirror. My allergies started to bother me, immediately upon entering the room, so I checked the filter in the air conditioner. Which looked like it had never been cleaned.The comforter was stained and the carpet looked like it never saw a vacuum. While waiting on acceptable room I went to dinner. Which proved to be as bad as the rooms. The lettuce in my salad was brown and slimmy. The steak was rare and I asked for medium. Not to mention, it tasted like rotten meat.The veggies looked like they had been cooked a week earlier and the potato was shriveled and dry. To top the whole experience off... When I went to turn on the lamp in my final room it electrocuted and the ambulance had to come get me for a 2 day hospital stay.
"
1,"The hotel was not one of the better ones I stayed at. the room was seemingly nice at first, but after staying there for a few days it seemed like the cleaning staff never came through to clean it. I had the same sheets for a three days before I called and requested they be changed. Also, the walls seem to be paper thin and you can hear what is going on in the adjacent rooms, which interfered with my sleep. I ate at the primehouse in the restaurant also, and asked for a well done steak, and the steak was still pretty pink on the inside and lacked flavor. This is definitely not a hotel I would recommend to anyone.
"
1,"I don't know how this hotel ever got such high ratings from others. This hotel was for me: over priced, fingerprints on the walls, stains in the bathroom, funky loud people in the hallway early in the morning, parking/valet was time consuming, and same thing with the elevator. The back to the 1960's furniture is not for me, and what about the breakfast? Better to skip their protein-less stuff they had to offer. Oh sure it is a Hilton, woopee! You pay for the privilege of sleeping there. Saw a couple of bed bugs, but took a shower in the morning, and they seemed to wash away. I won't be back to Hilton Homewood Suites again. I'd rather stay somewhere outside the city to save money. Think that I'll be happier as well.
"
1,"My husband and I recently went to Chicago for my Aunt's funeral. We are not familiar with the area so we asked for recommedations of where to stay for the two nights we would be in town. We were told to stay at the Ambassador East Hotel. I wish we could say that our experience there was a good one, but sadly, it was one of of the more disappointing travel experiences we have had. Upon check in we were quickly shown to our rooms, but when we entered our king suite a very strong, musty smell greeted us on the other side. At first I thought I was just being sensitive, but after about an hour in the room we simply had to request to be moved. The smell was too overwhelming. The front desk said they would be happy to move us, but the only other room available was a suite with two double beds, rather than the king bed suite we originally reserved. While this was not exactly what we wanted, we didn't really have a choice to refuse. After transfering to the new room and getting settled, we discovered that the electrical outlet near the sink in the bathroom did not work. While this did not bother my husband too much, I was very annoyed, as I need the mirror while I use my hair dryer, curling iron, etc. I absolutely did not want to have to switch rooms yet again, so I simply had to make due with doing my hair next to the bed. They also only gave us two towels of any kind in the bathroom, so we had to request washcloths and small hand towels, BOTH DAYS we were there! Each time the housekeeping staff seemed incredibly annoyed at these requests. For what we paid to stay at this hotel, we were not impressed at all. The customer service was lackluster and the rooms were not up to par. If you are ever in Chicago, do yourself a favor and stay somewhere else.
"
1,"There is a great difference between a Hyatt Regency Hotel, and a normal hotel. The thing that I did not like about this hotel was the smoke section of the non smoking section was really close to each other. I get really uncomfortable when I am in a crowded area, and people are smoking their lungs out. Even though this hotel is really glamourous, has a nice bar, a nice restaurant, great music, it is still not a good stay if you don't like people smoking beside you.
"
1,"The Hilton family would be outraged after hearing about a recent stay (i.e. nightmare) at the Palmer House Hilton. I arrived 3 days before the National Restaurant Association tade show hoping to beat the crowds and settle in for a long week of trade show business. When I arrived I was greeted or really snarled at by the Clerk. This lady (if one can really call this beast that) was aggressive and rude from the get go. She made a snide comment on the number of bags I had and it was downhill from there. My guaranteed and confirmed reservation had been mysteriously cancelled and she indicated that I had been the one to contact their call center seeking a cancellation. I informed ""Brenda"" that I had never cancelled my reservation. We had originally booked 2 rooms (one for me and one for colleague) and my colleague changed their reservation to come in one day later. She huffed and puffed and finally said, oh okay, I read it wrong but we don't have a room for you. My room had been given away to someone else that had arrived earlier that day. As a Hilton Honors member and someone that drops lots of money on this chain, I was furious. She said that perhaps someone else had found me a room at another hotel and to wait while she checked. She left the front desk and was gone for almost 20 minutes, coming back with a smirk on her face. She informed me that I had to make a decision and that both would not be satisfactory 100%. The first option was to stay at a hotel outside of the Chicago downtown, closer to the airport or that I could go with another room they had, a smaller smoking one with the potential but promise of an upgrade in 3 or 4 days. I was outraged. No, I'm sorry and certainly the options were horrible. I ended up taking the smoking room where I barely spent any time in it due to the strong cigarette smells. Additionally, there was no upgrade at all during my stay there. I was not offered anything to make up for my troubles, their screw-up nor did the hotel manager bother to return my call. The net outcome: I will NEVER stay at this hotel again and I'm thinking of shredding my Hilton Honors card. Don't make the mistake of dealing with this property. You will be very, very sorry. Thanks for reading all this. Hopefully it will help someone out there before booking at this joke of a hotel.
"
1,"I stayed at the Hilton Chicago back in July. For a ""luxury"" hotel this place did not meet my expectations. For starters, we arrived fifteen minutes early for check in and were told that our room wouldn't be ready for at least another hour! I'm used to hotel rooms being ready well before check-in timee. Since we had to wait we decided to grab a drink at one of the hotel's restaurants, Kitty O'Sheas. Well, we must have used up almost that whole hour just waiting for drinks. Once we finally got to our room it was OK, although not great for the price. We had no view of anything to speak of even though we had paid for a view, and there were not extra towels as I had requested. We had to call room service twice to receive them, then another two times because our air conditioner wasn't working. Fees for internet were ridiculous and the phone service was terrible so I could barely use internet on my phone. Next time I'm in the Chicago area I won't be staying at the Hilton. I'd only recommend this hotel to people who want to waste money.
"
1,"The Sofitel Chicago Water Tower was horrible. The first tip off that this would be a bad experience is when we had called ahead to make sure it was OK to check in after hours and that a concierge would be available when we arrived only to find out that they didn't even have a record of our reservation. After much inappropriate arguing, they found our reservation and we were assured all would be fine. When we checked in we got a dirty room without any working wifi or TV. It took a few calls to get fresh towels and for them to turn the heat on so we could sleep comfortably. The next day we called to get our complimentary room service that most decent hotels provide free and they had no records of us even checking in. A quick check with the credit card company had they charge already pending in the wrong amount. We finally left in disgust and got a much better hotel, the FancyPants Hotel and Suits with complementary airport shuttle and award winning preferred member rewards club. Overall, the service at the Sofitel was rude, rooms were unsatisfactory, restaurant sub-par, not well kept up or clean. In the future I would never stay there again and wold definitely pick a more reputable hotel with a proven track record, like the FancyPants Hotel and suits, my personal favorite.
"
1,"What I hoped would be a pleasant stay turned into a nightmare. The first sign of trouble at the Affinia was that they couldn't find my reservation. Add to that the room service delivered cold food after a long wait and the mini bar was not well stocked. The internet service was so slow it was unusable. To top it off the street noise seemed to penetrate the thin walls with ease making getting a good night sleep nearly impossible. Finally, I discovered the valet parking, which was a $49 premium service, dented my fender and scratched the door paint on my car. I highly recommend going elsewhere when you visit Chicago.
"
1,"I recently stayed at the Hotel Allegro in Chicago while on a business trip. I have to say that I was very displeased with the service i received during my stay. Even though their website boasts that their staff will be at your beck and call, i found them to be very rude. The beds were extremely uncomfortable and the noise level very high. I was awakened by guests in the next room several times. Even though I complained to the front desk, they did not resolve the issue. I definitely would not recommend this hotel and I will be staying at a different hotel if I am in the area again.
"
1,"This was my first time staying at the Hard Rock hotel in Chicago and I have nothing but hate for the entire experience. The building itself is maintained, however the staff is rude and inept to the point of making their customers feel physically ill. And while the outside appearance is fine and dandy, my room 325, was repulsive. As soon as the bellboy threw my luggage onto the room's ground and verbally demanded a tip, I noticed insects of all kinds scurrying around, the room was pungent with what smelled like human excrement, before I could say anything to the bellboy he had taken his tip and fled. Immediately I went to the front desk and was made to wait for over a half hour, a complete waste of time, because as soon as I had reported my problem I was told that no other rooms were available and I would have to make do, they did however say I could stay the night free of charge. The next morning as I was set to leave I decided I would try the breakfast, in hopes of finding one redeeming quality. Let me tell you, that breakfast tasted like space food with dirt and mold, the worst breakfast I have ever had in my entire life. Overall the employees are arrogant and callous, with the work ethic of a 2 year old child, they cannot cook, the room for me was poorly maintained, however they are good at refunding your money.
"
1,"I would not stay at this hotel again. The rooms had a fowl odor. It seemed as though the carpets have never been cleaned. The neighborhood was also less than desirable. The housekeepers seemed to be snooping around while they were cleaning the rooms. I will say that the front desk staff was friendly albeit slightly dimwitted.
"
1,"The Fairmont Chicago Millennium Park has to be one of the most overpriced hotels I have stayed at in a while. At almost $500 a night, one would expect. Traveling with my wife, I expected to pay the cost of the room, already being outrageous, but then I was hit with another $20 charge for her to stay. Even with a King bed, they only figure in one person to their cost. The beds were average and although there was much to do, everything cost an arm or a leg. It was unbelievable how much they charge for everything and to see people paying it like it was normal blew me away. All in all for the amount of money that I was paying on a per night basis, if I was in Chicago for any longer than that one night, I definitely would have stayed somewhere else. I guess you live and you learn, its just a shame that I had to learn with such a high bill for very average accommodations.
"
1,"when i first checked the hotel's website and reviews i was completely sure that it would be a great hotel and i would have a great time there. but i was totally disappointed once i got there, first of all i asked for a nonsmoking room because i hate the odor , and in fact they gave me a non smoking room which smelled worse than a smoking one, it was smelly in a bad way it smelled like sweat and dirty laundry or something like that. then when i was trying to enjoy the view, they windows were all dusty and dirty. so i decided to get out of the room , and i went to the pool and it wasnt what i expected either it has nothing to do with the picture . so i went back to my room and called room service for them to complain about the smell and dirt so they gave me another room which smelled even worse!. i was about to freak out so they gave me some deodorant and it was tolerable; the bed was uncomfortable and the bathroom eww!, its all i can say about this hotel.
"
1,"My wife and I went to Chicago to enjoy our weekend and stayed at Hyatt Regency. 'Hyatt Regency Chicago' has ruined our family holiday weekend. First of all, if you are not a diamond or platinum member, you need to reserve the room atleast 10-15 days in advance. You have to pay extra $20 for the welcome credit option. They will give you a credit of $75 for the 2 days. We only used $20 and the rest was forefeited. I talked to the manager and he said we can't use it on our next visit. The management of the hotel is full of cheap minded people. When you know most of the hotels let you use their wi-fi for free, Hyatt Regency management asked us to pay for using their wi-fi. Beware of this place, if you want to enjoy your weekend in Chicago, Hyatt Regency should be the last place you should consider staying. Thanks Sam.
"
1,"The Fairmont Chicago Millennium Park Hotel was supposed to be our romantic get away and it turned into a nightmare! When we got there our room wasn't done! We were not offered anything to do, drink or eat in the meantime and we had to wait well over the 20 minutes that they said it would be finished. The clerk at the front desk twas texting on her cell phone! How rude! We were totally on time and the manager said that they would take care of the issue and upgrade our room but it was not done. And after waiting that long for the room, can you believe it? There was a dirty towel in the bathroom. The television didn't work, we had to wait on a repair guy to fix it. Plus, the hotel failed to mention there was a convention that was going on and the spa was under repair. I'm so mad I'm writing the owners and letting them know! This really made me mad. We haven't taken a vacation in years and I was expecting the Fairmont to be luxurious and cater to our needs. Even the concierge snickered at my boots, so what, I like to wear Doc Martens! It makes me mad even thinking about the Fairmont. At least my time in Chicago was enjoyable even though our hotel was more than lame.
"
1,"My husband and I were sorely disappointed in this hotel. We had requested a non smoking room, and right off we were hit with the stinch of stale cigarettes when we opened the door. The front desk was not responsive to our needs at all, but we did finally get moved to a new room. The water pressure in the shower was hardly enough to get the shampoo out of our hair and the beds were lumpy. I was very disappointed in the workout room, it was very small so I decided to swim laps instead, but when I got to the pool it didn't look like it had been maintained all week. Needless to say we won't make the mistake of staying with Homewood Suites again.
"
1,"I was not pleased with my recent stay at the Palmer House Hilton. My room was not ready upon my arrival and the room I was given was not what I had requested. I had requested a room with 2 queen size beds on a lower floor and was not given that. The air conditioning in my room was not functioning properly and it could not be turned off. The room had an overpowering fragrance smell which made my sinuses act up. I wondered what had happened in the room before I got it to make the housekeeping staff use so much air freshener. There was no doorman available or a cart so I had to lug my 3 suitcases by myself by dragging 2 of them about 20 feet and then going to get the other one so as not to lose sight of them at any point since they contained valuable irreplaceable items. Luckily another guest saw my predicament and offered assistance. My room had evidence of the previous occupants that had been left behind and overlooked by the housekeeping staff. They promised to send someone up to take care of the debris and after 3 calls to the front desk I finally gave up. I had looked forward to my stay there but have to conclude that it simply did not live up to the advertising and was a poor value for the money that I spent to stay there.
"
1,"I received the type of room that I had reserved. Cleanliness seems to be an issue with the maid staff. The carpet had debris and the bathroom needed attention. Room service was adequate but not great. The walls seem to be paper then as I heard one neighbor's TV for most of the night and the other neighbor's late enjoyment.
"
1,"I was sorely disappointed with the Sheraton Chicago. From the outside it looks like a great hotel, and I guess the inside was clean enough but the decor was really boring and frumpy, not what I expected when looked at the website. The front desk staff was nice enough at first, but when I asked for the wifi password they told me I had to pay extra. I mean come on, I'm paying over 200 bucks a night and wifi is EXTRA? The lady who checked us in got a little snippy about it and said it says so when you make the reservation. (Note to self, don't let your husband book a hotel without checking first about what amenities are offeredd.) So things started off on the wrong foot anyhow. I guess the positives for this hotel are the location and the lakeview (from some of the rooms) and it seems pretty safe. Other than that I was not impressed for the price - I've stayed in big city hotels for half the price that had better linens, a better restaurant, where they got your room cleaned up at a reasonable hour (we stayed two nights and we didn't get our beds made and fresh towels until almost 5). I guess the most unpleasant thing was the odd smell - not musty per se but maybe like chemicals they use to cover up a mildewy smell. In general it seems lke it's on the decline and the staff knows it, they're just kind of lackadaisical. I wouldn't stay there again.
"
1,"I went to stay in the Millenium Hotel Chicago. Now, first, being from rural midwest I was surprised at the price in general, but kind of accepted it when I was assured by my cousin(whom I was visiting in Chicago) said it was normal. So I check in, service seems fine. I get checked in, room seems ok. A couple of hours later, a lady comes into my room, not a hotel employee, just some lady. Turns out, they cross checked the rooms. We(her and I) went down and complained. Turns out they double booked the room, not that they were full, but they were full on THAT room type, Standard, as well as the Superior Rooms. Rather than simply upgrade one of us for the mistake they asked which one of us would like to ""move up"". We argued with them for 20 minutes, they didn't budge, our only option was for one of us to fork over an extra $60 for a Corner Superior. We(the lady, her name was Sharon) decided to split the difference some, she gave me $20 and I moved. I get to the new room about 20 minutes later, nobody, but Sharon helped me move. I get there, the bed was thrown together, not made, and the bathroom wasn't clean, the garbage had a kleenex in it(I wasn't going to check if it was used). I called down, it was now 5PM. No answer, I called for 10 minutes and finally got a hold of someone. I told them about the state of my room. They said they would have someone up ""right away"". I waited 30 minutes and a lady comes in, not in uniform, but she did a hell of a job cleaning. She switched out the garbage, wiped out the whole bathroom, vaccuumed around me, and switched out the bedding, all told she was in and out in 10 minutes. She didn't say two words to me, but she did clean. I stayed the night and checked out a 7AM and will never go back. Ryan from Iowa
"
1,"Overall, the hotel was okay. Though I did have a problem with the price. The accommodations mentioned on the website were accurate (other than the supposedly luxury mattress, it was not more comfortable than my own mattress!); but this hotel offers nothing more than a much more affordable hotel! There is a difference between the Palmer House Hilton lobby, and your normal, affordable lobby. But, I do not go to a hotel because it has a fancy lobby; I go to get a good night's sleep. When I want to sight see, I go elsewhere. Like I said, overall, the hotel was okay; but it was not worth the price.
"
1,"I had such a horrible experience when I stayed at Omni Chicago Hotel last Saturday night. First of all, the plasma TV in my room was broken and the staff said they had no other rooms available, and they weren't particularly apologetic about it, either. Secondly, it was supposedly a non-smoking hotel, but as an ex-smoker, I can tell that people had smoked in the room recently. Additionally, the indoor swimming pool was closed due to high chlorine levels, which was really disappointing, because I was looking forward to using the pool. Finally, check-out was supposed to be at noon. At 11:15 am, the maid was knocking at the door. She asked if I would be out soon, and I thought was very quite intrusive. I will never, ever stay at that place again.
"
1,"Oh my goodness, this has got to be one of the worst places to stay in all of downtown Chicago. It all went well enough checking in, but them went downhill. There was so much left to be desired. The biggest problem was a huge turd in the toilet, I kid you not! I guess the maid was rather busy that day or took a break and forgot about it, I just don't know. But for the prices they charge, this type of thing is unacceptable. Most everything else about the actual room was as expected. The noise was a bit more than I'm used to though, but there was a convention of college age kids staying on the floor above us. So we asked to be moved to another room, they did get us in another room, but that took nearly 2 hours. The second room worked out well for us, but I won't be risking staying here again. Plus the pool was not available, I really wish they would have mentioned that on their website, I was looking forward to it for days. All in all, it is a beautiful place in a wonderful location, but they need to work on their customer service before I'll reconsider staying at the Homewood Suites by Hilton Chicago Downtown.
"
1,"I was really excited to be visiting Chicago for the first time, and the hotel that was recommended to me was the Conrad Chicago, located on Rush Street. I wanted a hotel that was conveniently located to all the downtown sites, and the Conrad Chicago does not disappoint in that respect. However, everything else about this hotel could be classified as sub-par, ranging from the rudeness of the check-in clerks to the roaches that were freely roaming in my room. This hotel does not deserve to be on anyone's recommended list. My first problem was a rude desk clerk who checked me in. After asking for three forms of identification (most places only ask for a driver's license) and asking me twenty questions about the reason for my trip to Chicago, she reluctantly gave me a room key. I asked if there was a bell cap to help me with my bags and she said if I wanted to wait, one would be able to help in about 15 minutes. I didn't feel like waiting, so I dragged my bags to the room, only to find that the room key did not work! Instead of dragging everything back down, I decided to use my cell phone to call the front desk, only there was no cell phone signal in the hall way. I couldn't believe I was in the middle of downtown Chicago and the hotel did not have a signal! I finally flagged down someone from the housekeeping staff to let me into my room, but I immediately saw there were problems. Two roaches scampered across the carpet and when I went into the bathroom, there were no towels or wash cloths. I went to turn on the TV and it didn't work. One of the lamps was missing a light bulb. I couldn't believe that this was happening to me. I was at the Conrad Chicago, not the Motel Six! I then sat down on the bed and the mattress was soft and lumpy. I was ready to cry. I was spending a lot of money on this hotel and it was a dump. I called down to the front desk and asked for another room, but they refused, saying I had gotten a special rate and it did not allow room changes. I insisted that they give me towels, fix the TV, put a light bulb in the lamp and have someone spray to get rid of the roaches. They agreed, but told me it would take ""awhile"" because several of their key personnel had called in sick. My stay at the Conrad Chicago was a nightmare from beginning to end. I would not recommend this hotel to anyone
"
1,"There are many high-quality hotels in Chicago. There are many high-quality hotels on the magnificent mile and then there is the Affinia Chicago. With its neo-classical stylings and its non-classical service, it is just a combination for trouble, We had established our reservations for Friday the 15th amd arrived at 4pm to check-in. No Room. One hour after their posted check in time and nothing. No apology, no offer for upgrade, no discount. Nothing. As a seasoned traveler I have had my share of disappointments but this tops the list.
"
1,"During my recent trip to Chicago, I stayed at the Ambassador East hotel, which is located in the downtown are. I have to say I was not pleased with my stay there. For one, I had requested that my room have one king sized bed when I called for reservations, however, when I arrived, the hotel lobby clerk said they did not have any king sized beds left and I had to settle with two double sized beds. When I told the clerk that a king sized was promised when i made the reservation, he just shrugged his shoulders. When I got to my room, I found it to be very small. There was supposed to be a small refrigerator in the room. There wasn't, although I did not bother to complain after all it did when they gave me the wrong bed. At night, there seemed to be some sort of convention being held at the hotel. I did not figure what the convention was for, but their attendees liked to stay up until the early morning and made way too much noise. I called the front desk several times complaining about the noise. Each time they assured me they would deal with the noise, but the racket never dissipated and I finally gave up getting any sleep. I did go back to the lobby before my trip ended to complain of the poor service that they have given me, the manager said that she felt sorry for the trouble I had been having at the hotel, but did not offer any refund or consolation for the trouble. When I left the Ambassador East, I vowed that if I ever returned to Chigaco, I would never stay at this place again.
"
1,"Recently stayed at the InterContinental Chicago Magnificent Mile and was a little underwhelmed. It's convenient location did not compensate for the fact that the property is very old and definitely in need of some updating and renovating. There is a definite need for some noise control -- everything and everybody could be heard from inside the room. Hearing the plumbing from other guests' rooms was particularly annoying. The fitness facilities are really hyped but unfortunately they were not free to use (at least it wasn't included with my booking choice). Parking was pretty expensive so if you really don't need it, don't use it. Overall, just dissappointed that the great location wasn't matched with great accommodations.
"
1,"What was supposed to be a fun weekend getaway with the girls in Chicago turned into a complete disaster. The first problem arose when we arrived at the airport and the car the hotel concierge was supposed to arrange to pick up our group of 6 was a small town car there was no chance we could all fit in...they knew we had 6! We ended up just getting a taxi van to take us all to the hotel. When we arrived they had our three rooms spread out on 3 different floors despite our request for rooms near each other. After some finagling they were finally able to get us in 3 rooms on the same floor, unfortunately one of the rooms hadn't even been cleaned which meant more waiting around. The staff never seemed to have any sense of urgency when we voiced our concerns nor did they offer any apologies for the inconveniences they were creating. On our second morning we were woken up by a loud noise that sounded like funriture being rearranged in the room above us at 5:30am. Despite my calls to the front desk, the sound seemed to continue for about 45 minutes. We also didn't know the hotel was sooo pet friendly. One morning we woke up to find a huge dog turd just outside the room door. I understand they allow pets, but really...people need to clean up after their animals...or have some dog free floors. While Hard Rock Hotel in Chicago may be beautifully decorated and offer some great rooms, their service was terrible, the staff was rude, and I still can't get over that dog poo in the hallway. I definitely won't be staying here again.
"
1,"I recently stayed at the Omni Chicago Hotel and it was awful. When I arrived my room was not ready. Two hours later when it was finally cleaned, I entered and saw they they had not brought the cot that I had requested for my son. I asked for it again, but they never brought it. My mattress was uncomfortable, and I did not like sharing it with my son. The AC did not even work and it was terribly hot in the room. The next morning we ate the continental breakfast before leaving, and it too was bad. There was cereal, low quality yogurt, and burnt flavorless muffins. I would not recommend this hotel to anyone.
"
1,"My Family and I went to this hotel on holiday last month. It was a very bad hotel. When we got there we imediatly checked in and went up to our room. The view from the window was a brick wall. Really? We even asked the Lasy at the front desk, but she said they couldn't put us in a room with a view cause we didn't book one and we couldn't upgrade. Also, My Wife is a light sleeper and the trains kept her up at night. Another thing is alot of ads boast a hot tub in all the rooms but this is not true, our room only had a normal tub. But, the tub had no stopper, so we could only take showers. The room was also very small compared to other hotels with around the same prices.
"
1,"I was disappointed in my stay at The James. I am on a strict gluten free diet and was told the hotel restaurant could accomodate my needs. Each time I sat down for a meal, I would explain my dietary needs to the waiter. Most times, I ended up having to send the plate back because some gluten item was included. My wife has sleep apnea and when we made our reservations, I made sure to ask if there was a room available with an outlet near the bed so that she could plug in her CPAP machine. I was assured that this was no problem. However, when we arrived at the hotel, we had to request a room change because there was no outlet near the bed. We had to wait in the lobby for sometime because the room we were moved to was not yet finished benig cleaned. Overall, it was not an entirely horrific stay, but I expected more out of a hotel of this supposed caliber. Next time I visit Chicago, I will be staying at another hotel.
"
1,"WARNING! My stay at the Talbott Hotel will go down in history as one of my worst experiences staying in hotels. I was excited for a weekend getaway with a few friends. After receiving a few positive recommendations and looking at their website we decided to stay at the Talbott. They were promoting up to $30 breakfast credit per day. And breakfast is my favorite meal so this was already looking like a great time. Upon our arrival we were greeted by an employee (which we wouldn't have known had he not told us) that was not only rude but made sexual advances at one of the ladies on our group. Once we talked with a manager about the incident outside he assured us that he would take care of the issue and even upgraded us to King suites instead of the double size rooms we originally reserved. If someone had blindfolded me and took me into one of these rooms I would have sworn we were at Motel 6, not a luxury hotel in Chicago. The linens were stained, room smelled of smoke and had another odor that was similar to old cat pee. I was truly disgusted. After a night out on the town we came back to our disgusting rooms to get some sleep. The next morning I was excited for our breakfast that was highly recommended by the hotel and other guests. I have to say it was one of the worst breakfasts I have ever eaten. The toast was stale, eggs were made from powder instead of real eggs, and the juice they served was sour. I would never recommend this as a place to stay. I would suggest the Red Roof Inn over this place anytime.
"
